SPY (5min log-price increments intraday from 9:35am-4pm),AAPL (5min log-price increments intraday from 9:35am-4pm),SPY daily returns,AAPL daily returns
0.000274752,9.15E-05,-0.010608,-0.024971
3.92E-05,0.000655021,-0.005586,-0.012412
0.001176609,0.000820579,0.009386,0.024264
-0.0005646,0.000177984,-0.004632,-0.020864
0.000407798,0.001170537,0.002605,-0.011565
-0.000156826,-0.000867556,0.001074,0.002912
-0.000549084,-0.000497803,0.004083,0.015333
0.000807834,0.000543482,0.007134,-0.006925
0.00108915,0.000384588,0.000103,-0.021311
0.000211424,-0.000600983,-0.003408,-0.022097
0.001283245,0.000735554,-0.009901,-0.003635
-0.000484936,0.000456444,-0.00638,0.007958
0.000289425,0.000249755,0.000558,-0.019987
-0.000156436,-0.000348233,-0.003278,0.00257
-0.000140813,0.000180136,0.008328,0.008013
0.0004693,-5.28E-05,0.010133,0.023682
0.001016062,0.000986621,0.004535,-0.00797
0.000234329,0.000436587,-0.002599,-0.018575
0.000156189,0.001217598,-0.016667,-0.036039
0.001014634,0.000696815,0.000142,0.039666
-0.000327692,0.000203445,-0.013876,-0.032608
9.36E-05,-0.000347079,-0.002828,0.005665
-0.000702494,0.00031836,0.002907,-0.011822
0.000156152,0.000519211,-0.000566,-0.009086
0,-0.000100471,0,-0.014371
0.000234183,0.000939732,0.01047,0.002049
-0.001030815,-0.000647914,-0.008892,-0.033091
0.0001875,-0.00062201,0.002039,0.013559
-0.001195915,-0.000790031,0.007835,-0.00303
0.000555145,-0.000119756,-0.022664,-0.042631
-0.00031272,-1.20E-05,-0.012024,-0.036294
0.000172008,0.000330496,0.000869,0.017313
-9.38E-05,7.18E-05,0.00076,-0.007732
-9.38E-05,-0.000510123,-0.003435,0.000125
-0.000211145,-0.000973068,-0.013499,-0.011085
0.00116465,0.001404175,-0.001691,-0.020973
7.81E-06,-0.000742577,0.004937,0.003915
-0.001446234,-0.001126896,0.020239,0.072112
0.00089144,0.0004629,0.000431,-0.008514
0.000195385,0.000472273,0.001868,0.001402
-0.000218834,0.000958245,0.013625,0.017447
-0.000836699,-0.000879155,-0.002122,0.031549
0.000625635,0.000191707,-0.005105,-0.008057
0.001437478,0.000998679,0.008052,-0.003147
-0.000124916,0.000282419,0.004666,0.011013
1.56E-05,-0.00021061,0.000246,-0.006923
0.000148334,0.00040682,-0.004959,0.001555
-0.000179906,0.003481184,-0.001414,-0.017647
-0.001714642,-0.001265996,0.00177,-0.064346
-0.00043108,-0.001362795,0.003392,0.015687
-0.001859692,-0.001829491,0.003064,-0.025573
0.000926355,0.001581943,0.000407,-0.006431
0.000258912,0.001151528,0.006787,0.021832
0.000290215,-0.001268183,0.000488,-0.004411
0.000548826,-0.000135717,-0.006132,-0.017273
0.000235119,0.000266655,-0.00368,-0.037562
0.00086163,0.000523579,0.011716,0.017725
-0.001049721,-0.000273655,0.011129,0.029046
0.001441126,0.001474471,-0.007429,-0.014216
-0.000344428,0.000228111,0.005752,-0.008702
0.000493122,-0.000133058,-0.016056,-0.0046
0.001040237,0.000855066,-0.003081,0.001614
-0.000797679,-0.000907344,-0.004215,-0.013781
-0.000939261,-0.000893897,-0.001329,0.004017
0.000344498,0.000889145,-0.010819,-0.010622
0.0017676,-0.000213893,0.016996,0.044317
-0.000781739,-0.000218694,,
0.000844251,0.00028762,,
-0.000515847,-1.19E-05,,
0.000164162,0.000308924,,
0.000687624,7.13E-05,,
0.000616896,0.000596149,,
0.000249774,-0.000524878,,
-9.37E-05,2.38E-05,,
-0.000390335,-0.000427696,,
-0.000234274,-0.000285232,,
-0.000234329,-2.38E-05,,
-0.000703317,-0.000668253,,
7.82E-05,-2.14E-05,,
0.000390762,0.000737209,,
0.000234384,-0.000320976,,
7.81E-05,0.000584812,,
0.00049199,0.000475205,,
-0.00088263,-0.000620187,,
-0.000875588,0.000166372,,
-0.000352015,-0.000190141,,
0.000336372,1.19E-05,,
-0.000281606,0.000130724,,
0.00016428,4.75E-05,,
0.000226819,-0.000109327,,
-0.000985862,-0.000294766,,
0.000672995,0.000522913,,
-0.000312965,0.000142565,,
-0.000422658,-0.000406364,,
-0.0004385,9.51E-05,,
0.00099418,0.000753117,,
0.000805578,0.000149606,,
0.000132897,0.001034752,,
0.000507973,-0.000296551,,
7.81E-05,0.000657039,,
-0.000250027,-0.000965545,,
0.000554664,0.000963174,,
-0.001180006,0.000263169,,
0.000156372,0.000113782,,
0.000781494,0.00074637,,
-0.00015625,0.000253402,,
-0.00010939,5.45E-05,,
4.69E-05,-0.000753249,,
-0.000343857,-0.000246469,,
-6.25E-05,5.21E-05,,
6.25E-05,0.000104277,,
-0.000672427,-0.000270195,,
0.000375364,0.000298633,,
6.25E-05,-0.000132715,,
-0.000140736,-0.000142214,,
-0.000703978,-0.000889295,,
0.000469373,0.000628517,,
-0.000234659,-0.000189699,,
0.000234659,-1.66E-05,,
0,0.001234792,,
0.000226785,0.000946983,,
-0.000696158,-0.000317139,,
-0.000297384,-0.00055642,,
0.000453866,0.000369403,,
-0.000250164,0.000150288,,
-0.001674584,0.001147552,,
0.00073591,-0.001459895,,
0.000391221,0.001157295,,
-0.00015647,-0.000330854,,
-0.001189973,-0.00091335,,
0.001698411,0.0001057,,
0.000609785,-0.000265446,,
0.000781232,0.003047213,,
-0.000281173,-0.001010017,,
0.000929132,0.000700793,,
-0.001038499,-0.000506209,,
-2.34E-05,0.002236166,,
-0.001250782,-0.002008809,,
-0.000704253,-0.000248455,,
-0.000117424,-0.00052524,,
-7.83E-05,-0.000917486,,
0.000117433,-0.000638748,,
-0.001472824,-0.001803376,,
-0.000243068,0.000552879,,
-0.000619698,-0.000242288,,
0.000768682,0.000112918,,
0.00047033,0.001393961,,
-0.000156752,-0.000101014,,
0.000752186,-8.46E-05,,
0.000344563,0.000249015,,
1.57E-05,-0.001563244,,
0.000164406,-0.0001694,,
-0.000234874,-0.004695791,,
-0.000524751,-0.002184407,,
0.000501261,0.001706754,,
0.000469704,0.001578696,,
-0.000399234,7.32E-05,,
0.000266174,-0.00054088,,
0.001071807,0.001699597,,
-7.04E-05,-0.000212292,,
0.000148565,0.000353794,,
-0.000469227,0.000117904,,
0.000391037,-0.000233463,,
7.82E-06,0.00010141,,
-0.000164216,-0.000122636,,
1.56E-05,1.89E-05,,
0.000218945,-0.000684196,,
0.00015636,7.79E-05,,
-7.82E-05,0.000453002,,
-3.13E-05,-7.55E-05,,
0.000343943,-0.000195819,,
-0.000265764,-0.000165178,,
-0.000359676,-0.00112866,,
-7.82E-05,0.000167727,,
0.001055285,0.001178019,,
-0.000273486,-0.000618346,,
0.000210981,-0.000543138,,
0.000257805,4.72E-05,,
0.000156213,0.00242048,,
8.59E-05,0.001069184,,
-0.000320236,-0.000353128,,
0.000273379,-0.000612384,,
-0.000109343,0.000230866,,
0.000850994,0.000216683,,
-0.000468348,0.000164836,,
0.000234201,0.00032959,,
-0.000609037,-0.001102198,,
-0.000437486,-0.003075143,,
-4.69E-05,0.000323772,,
0.00025784,0.000694456,,
0.000476438,-2.36E-05,,
-0.000499875,-0.002181887,,
-7.81E-05,0.000778272,,
7.81E-05,0.000673698,,
0,-0.000475087,,
0.000117181,0.00038765,,
0.00017184,-0.000505866,,
0.000460698,-0.001554656,,
-0.000484129,-0.000729652,,
-0.000132786,-0.00037688,,
-0.000210932,-0.00037465,,
-0.000958654,-0.000783617,,
-0.000371339,0.000818901,,
5.42E-05,-0.001092017,,
-0.00019345,-0.000553524,,
0.0009978,9.42E-05,,
0.002301195,0.001784143,,
-0.000864258,-0.000129349,,
-4.63E-05,7.06E-05,,
-0.000177582,-0.000818758,,
-0.00069519,-0.001083296,,
-9.27E-05,-0.000247439,,
4.64E-05,0.000485393,,
0.000363121,0.000233188,,
0.000332101,-0.000273236,,
-0.000440251,0.000525206,,
-0.000989341,-0.001677857,,
0.000734371,0.001277501,,
-0.001322255,1.65E-05,,
0.000618817,0.000367386,,
0.000471591,0.000230724,,
0.000139115,-0.000157734,,
0.00022409,-0.000379135,,
-0.000139084,-0.000160175,,
-6.95E-05,0.000136621,,
-0.00069576,-0.001456685,,
0.000239705,0.000568312,,
-0.000239705,-0.000745239,,
0.000610748,0.000313728,,
-0.000456093,-0.001590887,,
-0.000386683,0.000174791,,
0.000533583,0.000779101,,
-0.000224225,-0.001003501,,
-0.000634287,-0.000879185,,
-0.000448885,-0.002047336,,
-0.001479651,-0.000113732,,
0.000317806,4.50E-05,,
0.0004649,-0.000685005,,
0,0.000822424,,
-0.000387402,-0.000933871,,
7.75E-05,0.000964669,,
0.000619723,-2.84E-05,,
-0.000387282,0.00073179,,
-0.000263437,-0.000563596,,
-0.000395286,-0.000495185,,
0.00034104,0.000580455,,
5.42E-05,-0.000563866,,
0.000123979,-0.000210939,,
0.001300853,0.002419572,,
-0.000386982,0.001070602,,
0.000309598,0.000757945,,
-0.001006543,-0.000646933,,
0.000224624,-0.000259835,,
0.000309744,-0.000281171,,
-6.19E-05,2.84E-05,,
-0.000247803,5.20E-05,,
0.000162627,0.000377996,,
0.000781791,0.000838169,,
7.74E-05,-0.000247836,,
-0.000510765,-0.000673007,,
0.000356015,0.000330657,,
0.000456443,-0.000396801,,
-7.73E-05,-0.000635682,,
0.000440806,0.000465576,,
-0.000595521,-0.000212673,,
0.000154715,0.000897645,,
0.000232028,0.000578318,,
-0.00048732,0.000412879,,
-0.00013154,-0.000342088,,
-0.000224431,-5.90E-05,,
-0.000340613,-0.000729435,,
0.000108389,-0.000255074,,
-0.000526573,-0.000621424,,
-0.000612102,-0.000709321,,
0.000674066,0.000936197,,
-0.000240132,-0.000217422,,
0.000294348,0.000160708,,
0.000294261,-7.09E-06,,
0.000139894,-0.002537982,,
0.001281449,0.001856591,,
0.000675013,0.000189981,,
-0.00085354,-0.001183221,,
-0.001468241,-0.001360771,,
-0.000241028,-0.000302381,,
0.000855,0.00049757,,
-0.000139859,-0.000395179,,
0.000372914,0.000880606,,
0.000706601,0.000713436,,
0.000287157,0.001190305,,
0.000535288,0.000258781,,
0.001131695,0.001067654,,
-0.000333174,-0.000175491,,
-0.000310029,-0.000275157,,
-0.000403182,-4.74E-05,,
-0.001226051,-0.000842585,,
0.000388154,-0.000676956,,
-0.00108721,-0.000729725,,
0.000147619,0.000444554,,
0.000621316,0.000237648,,
8.54E-05,-0.001046075,,
-0.000862106,-0.000651973,,
0.00115707,0.001769331,,
8.54E-05,-0.000244761,,
7.76E-06,0.000316039,,
0.000783489,0.000427564,,
-0.000395547,-0.000213759,,
-0.000387943,-0.000213805,,
-7.76E-05,-0.000354066,,
-4.66E-05,0.000178237,,
0.000504359,0.000294615,,
0.000550625,-2.38E-05,,
6.98E-05,-0.000741473,,
-0.000558343,-0.000216367,,
-0.000364642,-0.000325827,,
0.000310342,2.85E-05,,
-7.76E-05,0.000104654,,
0.000325781,0.000199763,,
-1.55E-05,0.000503987,,
0.000209378,-0.000451674,,
0.000341114,0.000701196,,
0.00057343,0.000220953,,
-0.000503671,-0.000551286,,
-0.000271313,9.98E-05,,
0.000348817,0.000213876,,
0.000604328,0.000475116,,
-0.000100696,0.000123493,,
0.000658213,0.001385877,,
-0.000193547,0.000128049,,
0.000116133,-0.000410289,,
-0.000387162,-0.000443682,,
-0.000697269,-0.000783448,,
-0.000193772,0.000429785,,
0.000271271,0.000711945,,
0.000278944,6.88E-05,,
0.000108457,-9.73E-05,,
-0.001550508,-0.000852045,,
0.000465405,0.00042018,,
7.75E-05,-0.000204133,,
0.000465152,0.000828142,,
0.000906425,-4.74E-06,,
-0.000650684,-0.000398563,,
-0.000255742,-0.000149502,,
3.88E-05,7.12E-06,,
0.000348709,0.000261019,,
7.75E-05,-0.000244407,,
0.000309837,0.00035354,,
0.000240058,3.32E-05,,
0.000534116,-0.000213526,,
0.001005531,0.001209376,,
-0.000618668,0.000580455,,
0.000464037,0.001119682,,
-0.000363477,-0.000522993,,
1.55E-05,-0.000492479,,
0.000116016,0.001202358,,
-0.000386772,-0.000537096,,
-0.00204623,0.001219165,,
-0.001020819,-0.001368698,,
-0.000394686,-0.001220836,,
0.000766014,0.001277804,,
7.73E-05,0.000159017,,
-6.96E-05,-0.000738339,,
-0.001935494,-0.002949293,,
-0.00156662,2.38E-05,,
-0.000535696,-3.57E-05,,
-0.000411671,-0.000354981,,
0.001172429,0.001961541,,
-0.000170732,-0.001011237,,
-0.000302733,-0.002063714,,
-0.001686112,0.000169356,,
0.000171072,-0.000477133,,
0.001414109,0.001433101,,
-0.000419362,0.000378796,,
0.001009278,0.000595302,,
0.000411183,-0.000392859,,
-0.00010084,0.000488075,,
0.000232693,0.000861288,,
-0.000814664,-0.000873189,,
0.000884461,0.000749514,,
-4.65E-05,7.14E-05,,
0.000596985,0.000344801,,
-0.000170531,1.19E-05,,
0.000170531,0.000701116,,
-0.000465152,-0.000320789,,
0.000503905,-0.000594325,,
-0.00026355,0.000332866,,
0.000162789,-0.000594481,,
0.000426226,0.00135015,,
0.000557694,0.000313506,,
7.74E-06,-0.00033251,,
0.000154859,-0.000788966,,
0.000154835,0.000717699,,
7.74E-05,-0.000373044,,
0,0.000558327,,
-0.00046454,-0.000304071,,
0.000309717,0.000498818,,
0.000758402,0.000688435,,
-0.000131518,0.000474507,,
0.00078112,-0.000384333,,
-1.55E-05,0.000384333,,
-0.000231956,-0.00053621,,
-7.73E-05,8.54E-05,,
-9.28E-05,-0.000118659,,
-6.96E-05,-7.12E-05,,
-0.00123056,-0.001320534,,
0.000541942,0.001000061,,
-6.97E-05,-0.000439333,,
0.000224449,0.000617387,,
0.000526096,0.000538714,,
0.000247479,0.000552652,,
-0.001083172,-0.001115105,,
7.74E-05,7.83E-05,,
0.000116101,0.000870769,,
0.000270851,-4.51E-05,,
-6.19E-05,-0.000144687,,
0.000750307,0.000545431,,
0.000780649,0.000450349,,
0.000316723,-3.55E-05,,
-0.000625819,-0.000841636,,
0.000540854,0.000184984,,
0.000231705,0.000538155,,
-0.000695276,-0.001024403,,
0.000231812,-0.000446133,,
0,3.56E-05,,
0.000231759,-0.000403575,,
0.000540561,0.001191265,,
-0.000231633,-0.000336827,,
-0.000386175,-0.00061702,,
0.000231723,0.000614648,,
0.000872341,0.000111498,,
0.000493732,0.000218215,,
-0.000462867,-0.000635803,,
-0.000609768,-0.000166135,,
0.001143822,0.001167849,,
-0.00168117,-0.000285878,,
0.001128875,0.000762159,,
0.000987693,9.52E-06,,
-0.001166671,-0.001346067,,
-5.45E-05,0.001450817,,
-0.002368765,-0.000566735,,
-0.000460378,-0.00058374,,
-0.001710717,-0.000178764,,
-0.000461379,-0.000362393,,
0.001953538,0.000338556,,
-0.000413831,-0.000190721,,
-0.000109343,-0.000598625,,
0.000304567,-0.000761319,,
0.000265445,7.16E-05,,
0.000515074,1.43E-05,,
0.000959203,0.000849512,,
0.000568848,-0.000100186,,
0.000420584,0.000474601,,
-7.79E-05,-0.000243235,,
0.00062281,0.00048641,,
0.000536863,0.000688677,,
-0.000202262,-4.53E-05,,
0.000427814,0.000469193,,
-0.000217773,-0.000674088,,
0.000233327,-0.000371776,,
0,0.000140624,,
7.78E-06,0.000574208,,
-0.000536729,7.38E-05,,
-0.000638227,0,,
0.000326947,-0.000157208,,
-0.001207123,-0.000588557,,
0.000257122,0.000281216,,
-0.000155824,-0.000488604,,
-0.000319515,-0.000858615,,
-0.000381993,0.000326838,,
-0.000171555,0.000269501,,
0.000662662,-0.000333906,,
-0.000124703,0.000677235,,
0.00056883,0.00046712,,
0.000233672,1.19E-05,,
-0.001332663,-0.000464731,,
-0.000772354,-0.000479257,,
-9.37E-05,3.10E-05,,
0.00047601,0.000267069,,
-7.02E-05,-9.54E-06,,
-7.80E-06,-0.000400633,,
8.58E-05,-0.00050579,,
-0.000234073,4.77E-05,,
0.000195065,0.000190885,,
0.000974754,0.000381661,,
0.001051668,0.000124009,,
3.11E-05,-0.000140703,,
-0.000264752,0.000541241,,
-0.000194715,3.34E-05,,
0.000545108,0.000288374,,
0,-0.000297908,,
0.000466999,0.000309823,,
0.000280095,-0.000131067,,
0.000108904,0.000233526,,
-4.67E-05,-0.000197778,,
-0.000420145,-0.000638877,,
0.000233436,1.91E-05,,
-0.000233436,-0.000453174,,
0.000933416,0.000841786,,
0.000466382,0.000181142,,
0.001312474,0.000662318,,
-0.00014747,0.000340518,,
-0.000388184,-4.05E-05,,
-0.000232983,0.000147607,,
0.000349453,-9.52E-06,,
3.88E-05,-0.00025952,,
0.000240654,-0.000350101,,
-0.000124201,-0.00033831,,
0.000582061,0.000897937,,
-0.000752863,-0.00041195,,
0.001644699,0.000209568,,
0.000837756,0.001343567,,
-4.61E-05,0.000322659,,
0.001121085,0.001120253,,
-0.000806133,-0.000710603,,
-0.001106611,0.000190642,,
-0.001569799,0.00013884,,
0.000300299,-0.000423639,,
0.000153965,0.000171831,,
-0.000916439,-0.000237746,,
0.00104729,0.001446788,,
0.000169312,0.000246804,,
-3.85E-05,0.000324278,,
-0.00041565,-0.000681575,,
-0.000169388,0.000721515,,
-0.000916735,-1.64E-05,,
7.71E-06,-0.000517002,,
0.000824323,0.000293784,,
0.000331079,0.000239664,,
0.000107769,-6.34E-05,,
0.000577138,-0.00015273,,
0.000161539,0.000810378,,
-0.000230778,-0.000176113,,
0.000315383,4.70E-06,,
-0.00030769,-0.000131517,,
0.00045381,0.000115079,,
-0.000315337,-0.000354673,,
0.000299957,0.000448605,,
-0.000246112,-0.000258334,,
-4.62E-05,0.000234852,,
-0.000246184,-0.000164391,,
0.000238492,-1.17E-05,,
0.000392234,0.000117426,,
0.000461255,-0.000223121,,
-0.000461255,-0.00018793,,
-0.000307621,-0.000133922,,
-0.00107742,-0.000197391,,
-0.000539146,-0.000176275,,
0.000154071,0.000277325,,
-0.000277345,1.88E-05,,
0.00023883,-1.64E-05,,
0.000246474,-0.000124552,,
0.000177116,0.000305476,,
0.000153988,-7.05E-05,,
0.00010008,-0.000176237,,
-0.000307969,-5.88E-05,,
6.93E-05,0.000267884,,
-6.93E-05,-3.99E-05,,
-0.000716396,-0.000486494,,
0.000231152,0.000364305,,
0,9.40E-06,,
6.93E-05,-0.000303184,,
0.000585304,-0.00051727,,
-0.000192496,0.000117585,,
-0.000385104,-0.000282227,,
0.000154059,4.70E-05,,
-7.70E-05,-0.000399939,,
-0.000177184,-0.000670845,,
0.000377441,0.000171873,,
-0.000662542,-0.000372037,,
-0.001395857,-0.000492338,,
-0.000362779,-0.001251959,,
0.000216139,-0.00010617,,
-0.001251168,-0.000271375,,
-0.000541113,-0.000236038,,
0.000409727,0.000712666,,
0.000216392,0.000514125,,
-0.001956955,-0.001427468,,
0.000263213,-0.000195993,,
-0.000735622,-0.000548041,,
0.00089042,0.00075584,,
0.000464253,0.00026913,,
0.000232045,0.000500295,,
-6.19E-05,0.0008867,,
0.000533533,0.000370012,,
7.73E-06,1.89E-05,,
-0.000564467,-0.0001461,,
0.000170147,0.0008598,,
0.000704179,0.002199171,,
0.001352798,-0.00026645,,
0.000301232,-0.000519081,,
0.002414296,-0.000671464,,
0.000123258,-0.000807757,,
0.001316372,0.001530673,,
-0.00070031,-0.000159043,,
0.000315585,-0.000636427,,
-0.00029249,-0.000732861,,
0.001922708,0.000870944,,
